1	0.00000
2	0.05012
3	0.10004
4	0.14957
5	0.19851
6	0.24667
7	0.29386
8	0.33990
9	0.38460
10	0.42779
11	0.46931
12	0.50897
13	0.54664
14	0.58216
15	0.61539
16	0.64621
17	0.67448
18	0.70011
19	0.72299
20	0.74302
21	0.76014
22	0.77427
23	0.78536
24	0.79336
25	0.79824
26	0.79999
27	0.79860
28	0.79407
29	0.78642
30	0.77568
31	0.76189
32	0.74511
33	0.72541
34	0.70285
35	0.67753
36	0.64955
37	0.61902
38	0.58605
39	0.55079
40	0.51336
41	0.47391
42	0.43260
43	0.38959
44	0.34505
45	0.29916
46	0.25209
47	0.20403
48	0.15516
49	0.10569
50	0.05581
51	0.00570
52	-0.04443
53	-0.09438
54	-0.14397
55	-0.19298
56	-0.24124
57	-0.28856
58	-0.33473
59	-0.37960
60	-0.42297
61	-0.46468
62	-0.50456
63	-0.54246
64	-0.57824
65	-0.61174
66	-0.64283
67	-0.67140
68	-0.69733
69	-0.72053
70	-0.74089
71	-0.75834
72	-0.77281
73	-0.78425
74	-0.79261
75	-0.79785
76	-0.79995
77	-0.79892
78	-0.79474
79	-0.78745
80	-0.77706
81	-0.76361
82	-0.74717
83	-0.72779
84	-0.70555
85	-0.68054
86	-0.65286
87	-0.62261
88	-0.58992
89	-0.55491
90	-0.51771
91	-0.47849
92	-0.43738
93	-0.39456
94	-0.35018
95	-0.30443
96	-0.25749
97	-0.20953
98	-0.16075
99	-0.11134
100	-0.06149
101	-0.01140
102	0.03874
103	0.08872
104	0.13836
105	0.18745
106	0.23580
107	0.28323
108	0.32955
109	0.37457
110	0.41812
111	0.46003
112	0.50013
113	0.53826
114	0.57428
115	0.60805
116	0.63942
117	0.66829
118	0.69452
119	0.71803
120	0.73872
121	0.75651
122	0.77132
123	0.78311
124	0.79181
125	0.79741
126	0.79987
127	0.79919
128	0.79538
129	0.78843
130	0.77839
131	0.76529
132	0.74919
133	0.73014
134	0.70822
135	0.68352
136	0.65614
137	0.62618
138	0.59375
139	0.55900
140	0.52205
141	0.48304
142	0.44214
143	0.39951
144	0.35530
145	0.30970
146	0.26288
147	0.21503
148	0.16633
149	0.11698
150	0.06717
151	0.01710
152	-0.03304
153	-0.08306
154	-0.13274
155	-0.18190
156	-0.23035
157	-0.27790
158	-0.32435
159	-0.36953
160	-0.41325
161	-0.45535
162	-0.49567
163	-0.53403
164	-0.57030
165	-0.60433
166	-0.63598
167	-0.66514
168	-0.69168
169	-0.71550
170	-0.73652
171	-0.75463
172	-0.76979
173	-0.78192
174	-0.79098
175	-0.79693
176	-0.79975
177	-0.79943
178	-0.79597
179	-0.78938
180	-0.77969
181	-0.76693
182	-0.75117
183	-0.73245
184	-0.71085
185	-0.68647
186	-0.65938
187	-0.62971
188	-0.59756
189	-0.56306
190	-0.52635
191	-0.48757
192	-0.44688
193	-0.40443
194	-0.36040
195	-0.31494
196	-0.26825
197	-0.22051
198	-0.17190
199	-0.12261
200	-0.07285
201	-0.02279
202	0.02735
203	0.07739
204	0.12712
205	0.17635
206	0.22489
207	0.27254
208	0.31913
209	0.36446
210	0.40836
211	0.45066
212	0.49118
213	0.52978
214	0.56629
215	0.60058
216	0.63251
217	0.66195
218	0.68880
219	0.71293
220	0.73427
221	0.75272
222	0.76822
223	0.78070
224	0.79011
225	0.79641
226	0.79959
227	0.79962
228	0.79652
229	0.79028
230	0.78094
231	0.76854
232	0.75311
233	0.73472
234	0.71345
235	0.68938
236	0.66259
237	0.63321
238	0.60133
239	0.56709
240	0.53063
241	0.49208
242	0.45160
243	0.40934
244	0.36548
245	0.32017
246	0.27362
247	0.22598
248	0.17746
249	0.12824
250	0.07852
251	0.02849
252	-0.02165
253	-0.07171
254	-0.12149
255	-0.17079
256	-0.21941
257	-0.26718
258	-0.31390
259	-0.35938
260	-0.40345
261	-0.44594
262	-0.48667
263	-0.52549
264	-0.56225
265	-0.59680
266	-0.62900
267	-0.65874
268	-0.68588
269	-0.71033
270	-0.73199
271	-0.75077
272	-0.76661
273	-0.77943
274	-0.78919
275	-0.79585
276	-0.79939
277	-0.79978
278	-0.79703
279	-0.79115
280	-0.78216
281	-0.77010
282	-0.75501
